ITEM;TimeStamp;Fecha-Hora;Temp2M;RH2M;PreS;Rain;;;
12623;;9/6/2024 22:00;8.81;100.0;70.31;2.02;;;
12624;;9/6/2024 23:00;8.32;100.0;70.29;1.97;;;
12625;;10/6/2024 0:00;8.03;100.0;70.23;2.06;;;
12626;;10/6/2024 1:00;7.89;99.84;70.17;2.39;;;
12627;;10/6/2024 2:00;7.62;99.6;70.12;2.54;;;
12628;;10/6/2024 3:00;7.23;99.76;70.11;2.42;;;
12629;;10/6/2024 4:00;6.91;99.87;70.12;2.28;;;
12630;;10/6/2024 5:00;6.6;99.65;70.15;2.4;;;
12631;;10/6/2024 6:00;7.13;98.1;70.16;2.87;;;
12632;;10/6/2024 7:00;9.25;92.7;70.19;1.56;;;
12633;;10/6/2024 8:00;10.77;89.29;70.23;2.18;;;
12634;;10/6/2024 9:00;12.28;84.08;70.24;2.69;;;
12635;;10/6/2024 10:00;13.64;78.19;70.22;2.99;;;
12636;;10/6/2024 11:00;14.11;75.1;70.18;3.26;;;
12637;;10/6/2024 12:00;14.08;75.12;70.13;3.34;;;
12638;;10/6/2024 13:00;14.19;74.93;70.06;3.17;;;
12639;;10/6/2024 14:00;14.12;75.35;70.01;2.85;;;
12640;;10/6/2024 15:00;13.7;77.12;69.98;2.58;;;
12641;;10/6/2024 16:00;12.72;81.62;69.99;2.58;;;
12642;;10/6/2024 17:00;11.55;88.78;70.02;2.76;;;
12643;;10/6/2024 18:00;10.21;96.5;70.07;3.35;;;
12644;;10/6/2024 19:00;9.46;99.38;70.11;4.36;;;
12645;;10/6/2024 20:00;8.8;100.0;70.16;5.51;;;
12646;;10/6/2024 21:00;8.4;100.0;70.19;5.7;;;
12647;;10/6/2024 22:00;8.04;99.92;70.21;4.43;;;
12648;;10/6/2024 23:00;7.63;99.25;70.22;2.73;;;
12649;;11/6/2024 0:00;7.3;98.65;70.2;1.64;;;
12650;;11/6/2024 1:00;7.16;97.9;70.17;1.35;;;
12651;;11/6/2024 2:00;7.14;97.33;70.14;1.11;;;
12652;;11/6/2024 3:00;7.06;97.4;70.12;0.99;;;
12653;;11/6/2024 4:00;7.06;97.63;70.13;1.03;;;
12654;;11/6/2024 5:00;7.13;97.84;70.14;1.33;;;
12655;;11/6/2024 6:00;7.72;97.38;70.16;1.85;;;
12656;;11/6/2024 7:00;9.47;94.81;70.18;3.46;;;
12657;;11/6/2024 8:00;10.89;90.87;70.22;4.65;;;
12658;;11/6/2024 9:00;11.92;85.7;70.24;5.58;;;
12659;;11/6/2024 10:00;12.87;79.92;70.25;5.8;;;
12660;;11/6/2024 11:00;13.67;74.99;70.24;6.11;;;
12661;;11/6/2024 12:00;13.75;73.58;70.21;6.33;;;
12662;;11/6/2024 13:00;13.14;74.52;70.16;6.14;;;
12663;;11/6/2024 14:00;12.52;75.79;70.11;5.27;;;
12664;;11/6/2024 15:00;11.95;77.21;70.07;3.89;;;
12665;;11/6/2024 16:00;11.18;80.06;70.06;2.79;;;
12666;;11/6/2024 17:00;10.02;85.8;70.08;2.31;;;
12667;;11/6/2024 18:00;8.61;94.4;70.11;1.81;;;
12668;;11/6/2024 19:00;8.08;95.95;70.15;0.96;;;
12669;;11/6/2024 20:00;7.72;96.28;70.2;0.69;;;
12670;;11/6/2024 21:00;7.45;96.59;70.22;0.49;;;
12671;;11/6/2024 22:00;7.18;96.74;70.22;0.42;;;
12672;;11/6/2024 23:00;7.01;96.74;70.2;0.43;;;
12673;;12/6/2024 0:00;6.97;96.5;70.16;0.41;;;
12674;;12/6/2024 1:00;7.04;96.31;70.12;0.41;;;
12675;;12/6/2024 2:00;7.17;96.3;70.09;0.42;;;
12676;;12/6/2024 3:00;7.24;96.61;70.1;0.45;;;
12677;;12/6/2024 4:00;7.26;96.83;70.12;0.51;;;
12678;;12/6/2024 5:00;7.32;97.12;70.14;0.62;;;
12679;;12/6/2024 6:00;7.65;96.91;70.17;0.7;;;
12680;;12/6/2024 7:00;9.08;93.88;70.2;5.49;;;
12681;;12/6/2024 8:00;10.64;89.47;70.24;6.84;;;
12682;;12/6/2024 9:00;12.35;82.8;70.27;10.25;;;
12683;;12/6/2024 10:00;13.71;76.62;70.28;12.06;;;
12684;;12/6/2024 11:00;14.48;72.94;70.27;12.99;;;
12685;;12/6/2024 12:00;14.74;71.7;70.24;14.64;;;
12686;;12/6/2024 13:00;14.49;72.41;70.19;14.43;;;
12687;;12/6/2024 14:00;14.0;74.21;70.14;13.89;;;
12688;;12/6/2024 15:00;13.36;76.6;70.11;11.86;;;
12689;;12/6/2024 16:00;12.58;79.99;70.1;9.86;;;
12690;;12/6/2024 17:00;11.34;86.99;70.12;9.75;;;
12691;;12/6/2024 18:00;9.77;96.19;70.15;9.71;;;
12692;;12/6/2024 19:00;9.23;97.82;70.21;8.01;;;
12693;;12/6/2024 20:00;8.85;98.28;70.26;8.22;;;
12694;;12/6/2024 21:00;8.53;98.16;70.29;10.39;;;
12695;;12/6/2024 22:00;8.32;97.94;70.29;12.48;;;
12696;;12/6/2024 23:00;8.07;98.15;70.27;10.97;;;
12697;;13/6/2024 0:00;7.9;97.75;70.22;7.7;;;
12698;;13/6/2024 1:00;7.75;97.4;70.16;5.37;;;
12699;;13/6/2024 2:00;7.56;97.21;70.11;4.25;;;
12700;;13/6/2024 3:00;7.44;97.13;70.1;3.33;;;
12701;;13/6/2024 4:00;7.38;97.01;70.11;1.96;;;
12702;;13/6/2024 5:00;7.35;96.92;70.13;1.41;;;
12703;;13/6/2024 6:00;7.78;96.38;70.17;1.37;;;
12704;;13/6/2024 7:00;8.96;93.51;70.23;0.45;;;
12705;;13/6/2024 8:00;10.0;90.44;70.28;0.71;;;
12706;;13/6/2024 9:00;11.21;85.21;70.3;1.33;;;
12707;;13/6/2024 10:00;12.59;79.16;70.29;1.71;;;
12708;;13/6/2024 11:00;13.47;75.13;70.26;2.05;;;
12709;;13/6/2024 12:00;13.71;74.13;70.21;2.03;;;
12710;;13/6/2024 13:00;13.86;73.91;70.15;1.95;;;
12711;;13/6/2024 14:00;13.9;74.08;70.1;1.75;;;
12712;;13/6/2024 15:00;13.62;75.49;70.07;1.54;;;
12713;;13/6/2024 16:00;12.9;78.99;70.09;1.24;;;
12714;;13/6/2024 17:00;11.76;86.07;70.12;1.02;;;
12715;;13/6/2024 18:00;9.9;96.83;70.17;0.77;;;
12716;;13/6/2024 19:00;9.0;100.0;70.21;0.57;;;
12717;;13/6/2024 20:00;8.63;100.0;70.26;0.32;;;
12718;;13/6/2024 21:00;8.24;100.0;70.28;0.22;;;
12719;;13/6/2024 22:00;7.68;100.0;70.29;0.2;;;
12720;;13/6/2024 23:00;7.14;100.0;70.27;0.22;;;
12721;;14/6/2024 0:00;6.61;100.0;70.22;0.23;;;
12722;;14/6/2024 1:00;6.39;99.04;70.17;0.22;;;
12723;;14/6/2024 2:00;6.19;98.36;70.13;0.26;;;
12724;;14/6/2024 3:00;6.01;98.15;70.12;0.42;;;
12725;;14/6/2024 4:00;5.93;98.35;70.13;0.5;;;
12726;;14/6/2024 5:00;5.8;98.9;70.15;0.54;;;
12727;;14/6/2024 6:00;6.44;97.9;70.17;0.67;;;
12728;;14/6/2024 7:00;9.04;90.36;70.2;1.56;;;
12729;;14/6/2024 8:00;10.92;86.11;70.24;2.31;;;
12730;;14/6/2024 9:00;12.4;82.12;70.25;3.6;;;
12731;;14/6/2024 10:00;13.7;77.69;70.24;4.71;;;
12732;;14/6/2024 11:00;14.75;73.68;70.21;6.31;;;
12733;;14/6/2024 12:00;15.35;71.54;70.16;7.73;;;
12734;;14/6/2024 13:00;15.32;72.32;70.11;8.28;;;
12735;;14/6/2024 14:00;14.8;75.06;70.06;8.48;;;
12736;;14/6/2024 15:00;14.24;77.93;70.03;8.46;;;
12737;;14/6/2024 16:00;13.47;81.79;70.03;7.73;;;
12738;;14/6/2024 17:00;12.32;89.07;70.06;6.35;;;
12739;;14/6/2024 18:00;10.86;97.31;70.1;5.17;;;
12740;;14/6/2024 19:00;10.35;99.16;70.15;4.49;;;
12741;;14/6/2024 20:00;10.01;99.7;70.2;3.96;;;
12742;;14/6/2024 21:00;9.65;99.87;70.23;3.62;;;
12743;;14/6/2024 22:00;9.22;100.0;70.25;3.09;;;
12744;;14/6/2024 23:00;8.79;99.96;70.26;2.9;;;
12745;;15/6/2024 0:00;8.39;100.0;70.23;2.59;;;
12746;;15/6/2024 1:00;8.11;99.93;70.19;2.4;;;
12747;;15/6/2024 2:00;7.91;99.69;70.16;2.47;;;
12748;;15/6/2024 3:00;7.79;99.45;70.15;3.46;;;
12749;;15/6/2024 4:00;7.73;99.23;70.16;4.8;;;
12750;;15/6/2024 5:00;7.69;98.78;70.18;5.86;;;
12751;;15/6/2024 6:00;8.19;97.77;70.2;6.29;;;
12752;;15/6/2024 7:00;9.87;94.3;70.25;24.32;;;
12753;;15/6/2024 8:00;11.05;90.33;70.28;27.1;;;
12754;;15/6/2024 9:00;12.0;85.72;70.29;35.54;;;
12755;;15/6/2024 10:00;12.94;80.95;70.28;44.91;;;
12756;;15/6/2024 11:00;13.45;77.97;70.25;54.46;;;
12757;;15/6/2024 12:00;13.37;78.33;70.21;55.49;;;
12758;;15/6/2024 13:00;13.33;78.91;70.15;49.46;;;
12759;;15/6/2024 14:00;13.2;79.67;70.1;38.14;;;
12760;;15/6/2024 15:00;12.52;83.11;70.08;27.42;;;
12761;;15/6/2024 16:00;11.73;87.8;70.08;18.78;;;
12762;;15/6/2024 17:00;10.92;93.43;70.09;16.31;;;
12763;;15/6/2024 18:00;10.05;97.24;70.12;9.71;;;
12764;;15/6/2024 19:00;9.62;97.63;70.16;5.93;;;
12765;;15/6/2024 20:00;9.23;98.29;70.2;3.36;;;
12766;;15/6/2024 21:00;9.04;98.33;70.22;3.46;;;
12767;;15/6/2024 22:00;8.75;98.7;70.23;4.4;;;
12768;;15/6/2024 23:00;8.51;98.71;70.22;5.79;;;
12769;;16/6/2024 0:00;8.34;98.3;70.2;6.51;;;
12770;;16/6/2024 1:00;8.02;98.23;70.17;6.67;;;
12771;;16/6/2024 2:00;7.76;97.94;70.14;6.38;;;
12772;;16/6/2024 3:00;7.5;97.74;70.12;6.32;;;
12773;;16/6/2024 4:00;7.33;97.46;70.12;7.3;;;
12774;;16/6/2024 5:00;7.23;97.16;70.13;9.47;;;
12775;;16/6/2024 6:00;7.54;96.44;70.15;13.5;;;
12776;;16/6/2024 7:00;8.56;94.63;70.2;2.93;;;
12777;;16/6/2024 8:00;9.66;92.48;70.24;3.83;;;
12778;;16/6/2024 9:00;10.67;89.24;70.27;4.87;;;
12779;;16/6/2024 10:00;11.48;84.99;70.28;5.8;;;
12780;;16/6/2024 11:00;11.95;81.57;70.26;6.24;;;
12781;;16/6/2024 12:00;12.17;79.65;70.23;5.91;;;
12782;;16/6/2024 13:00;12.03;79.55;70.18;5.31;;;
12783;;16/6/2024 14:00;11.82;80.2;70.13;5.05;;;
12784;;16/6/2024 15:00;11.56;81.22;70.1;4.59;;;
12785;;16/6/2024 16:00;11.12;83.27;70.09;4.01;;;
12786;;16/6/2024 17:00;10.2;88.91;70.09;4.05;;;
12787;;16/6/2024 18:00;8.84;96.59;70.13;4.01;;;
12788;;16/6/2024 19:00;8.43;98.17;70.18;3.34;;;
12789;;16/6/2024 20:00;8.16;98.51;70.22;2.08;;;
12790;;16/6/2024 21:00;7.95;98.19;70.25;1.49;;;
12791;;16/6/2024 22:00;7.63;98.13;70.26;1.23;;;
12792;;16/6/2024 23:00;7.3;97.85;70.25;1.14;;;
12793;;17/6/2024 0:00;6.71;97.72;70.2;0.98;;;
12794;;17/6/2024 1:00;6.23;97.17;70.14;0.77;;;
12795;;17/6/2024 2:00;5.51;97.01;70.1;0.51;;;
12796;;17/6/2024 3:00;4.96;96.55;70.08;0.33;;;
12797;;17/6/2024 4:00;4.63;95.65;70.09;0.26;;;
12798;;17/6/2024 5:00;4.3;95.08;70.1;0.28;;;
12799;;17/6/2024 6:00;4.64;93.78;70.11;0.32;;;
12800;;17/6/2024 7:00;6.72;88.6;70.14;0.02;;;
12801;;17/6/2024 8:00;9.11;81.31;70.18;0.03;;;
12802;;17/6/2024 9:00;11.42;72.66;70.19;0.05;;;
12803;;17/6/2024 10:00;12.92;68.67;70.19;0.06;;;
12804;;17/6/2024 11:00;13.75;67.75;70.19;0.08;;;
12805;;17/6/2024 12:00;13.96;67.93;70.17;0.1;;;
12806;;17/6/2024 13:00;14.08;67.77;70.12;0.12;;;
12807;;17/6/2024 14:00;14.19;66.96;70.06;0.12;;;
12808;;17/6/2024 15:00;13.85;67.71;70.03;0.11;;;
12809;;17/6/2024 16:00;13.06;70.25;70.01;0.1;;;
12810;;17/6/2024 17:00;11.53;79.08;70.02;0.09;;;
12811;;17/6/2024 18:00;9.1;92.69;70.05;0.11;;;
12812;;17/6/2024 19:00;8.19;98.54;70.1;0.1;;;
12813;;17/6/2024 20:00;7.87;100.0;70.14;0.09;;;
12814;;17/6/2024 21:00;7.4;100.0;70.16;0.09;;;
12815;;17/6/2024 22:00;6.61;100.0;70.17;0.08;;;
12816;;17/6/2024 23:00;6.21;100.0;70.16;0.05;;;
12817;;18/6/2024 0:00;5.74;100.0;70.13;0.02;;;
12818;;18/6/2024 1:00;5.31;99.74;70.1;0.01;;;
12819;;18/6/2024 2:00;4.93;96.84;70.05;0.0;;;
12820;;18/6/2024 3:00;4.59;92.15;70.03;0.0;;;
12821;;18/6/2024 4:00;4.24;87.96;70.03;0.0;;;
12822;;18/6/2024 5:00;3.92;85.97;70.04;0.0;;;
12823;;18/6/2024 6:00;4.31;87.03;70.06;0.0;;;
12824;;18/6/2024 7:00;8.41;74.53;70.09;0.05;;;
12825;;18/6/2024 8:00;11.45;69.31;70.12;0.15;;;
12826;;18/6/2024 9:00;13.6;66.29;70.14;0.41;;;
12827;;18/6/2024 10:00;14.82;65.67;70.13;0.73;;;
12828;;18/6/2024 11:00;15.5;65.43;70.11;1.68;;;
12829;;18/6/2024 12:00;15.76;65.41;70.05;3.78;;;
12830;;18/6/2024 13:00;15.89;65.36;69.98;6.45;;;
12831;;18/6/2024 14:00;15.62;66.46;69.93;7.97;;;
12832;;18/6/2024 15:00;14.94;69.34;69.91;8.73;;;
12833;;18/6/2024 16:00;13.81;74.47;69.92;10.09;;;
12834;;18/6/2024 17:00;12.44;83.31;69.94;9.77;;;
12835;;18/6/2024 18:00;10.79;93.14;69.97;7.35;;;
12836;;18/6/2024 19:00;10.06;94.24;70.01;5.51;;;
12837;;18/6/2024 20:00;9.8;94.4;70.06;4.63;;;
12838;;18/6/2024 21:00;9.59;94.75;70.09;4.56;;;
12839;;18/6/2024 22:00;9.04;96.7;70.1;5.65;;;
12840;;18/6/2024 23:00;8.41;98.68;70.09;8.04;;;
12841;;19/6/2024 0:00;8.04;99.18;70.06;7.15;;;
12842;;19/6/2024 1:00;7.76;98.82;70.01;5.06;;;
12843;;19/6/2024 2:00;7.51;98.13;69.99;4.04;;;
12844;;19/6/2024 3:00;7.35;96.2;70.01;3.5;;;
12845;;19/6/2024 4:00;7.32;95.78;70.03;2.42;;;
12846;;19/6/2024 5:00;7.07;96.35;70.05;1.32;;;
12847;;19/6/2024 6:00;6.97;97.26;70.07;0.56;;;
12848;;19/6/2024 7:00;8.12;94.51;70.12;0.42;;;
12849;;19/6/2024 8:00;9.28;91.15;70.17;0.86;;;
12850;;19/6/2024 9:00;10.56;87.52;70.19;2.33;;;
12851;;19/6/2024 10:00;11.95;82.59;70.18;5.14;;;
12852;;19/6/2024 11:00;13.26;76.85;70.15;7.47;;;
12853;;19/6/2024 12:00;14.2;72.77;70.08;10.0;;;
12854;;19/6/2024 13:00;14.45;72.13;70.01;12.27;;;
12855;;19/6/2024 14:00;14.12;74.52;69.94;15.09;;;
12856;;19/6/2024 15:00;13.43;78.84;69.9;16.5;;;
12857;;19/6/2024 16:00;12.56;84.13;69.9;15.85;;;
12858;;19/6/2024 17:00;11.58;91.15;69.92;17.26;;;
12859;;19/6/2024 18:00;10.54;97.46;69.95;14.66;;;
12860;;19/6/2024 19:00;10.13;98.9;70.01;13.13;;;
12861;;19/6/2024 20:00;9.84;99.37;70.06;11.9;;;
12862;;19/6/2024 21:00;9.6;99.54;70.1;9.14;;;
12863;;19/6/2024 22:00;9.38;99.62;70.11;6.4;;;
12864;;19/6/2024 23:00;9.05;99.82;70.09;4.35;;;
12865;;20/6/2024 0:00;8.75;99.93;70.05;3.43;;;
12866;;20/6/2024 1:00;8.49;99.82;70.0;2.8;;;
12867;;20/6/2024 2:00;8.2;99.91;69.96;2.17;;;
12868;;20/6/2024 3:00;7.92;99.84;69.95;1.88;;;
12869;;20/6/2024 4:00;7.71;99.71;69.96;1.9;;;
12870;;20/6/2024 5:00;7.57;99.53;69.98;2.03;;;
12871;;20/6/2024 6:00;7.89;98.79;70.02;2.1;;;
12872;;20/6/2024 7:00;9.46;94.43;70.07;2.82;;;
12873;;20/6/2024 8:00;10.8;89.91;70.11;3.38;;;
12874;;20/6/2024 9:00;12.23;84.0;70.14;3.88;;;
12875;;20/6/2024 10:00;13.27;78.84;70.15;6.43;;;
12876;;20/6/2024 11:00;14.23;75.15;70.13;11.36;;;
12877;;20/6/2024 12:00;14.9;72.84;70.08;18.02;;;
12878;;20/6/2024 13:00;14.72;73.49;70.02;22.48;;;
12879;;20/6/2024 14:00;13.92;76.58;69.97;24.54;;;
12880;;20/6/2024 15:00;12.9;80.7;69.96;23.49;;;
12881;;20/6/2024 16:00;11.97;84.7;69.97;20.13;;;
12882;;20/6/2024 17:00;10.87;90.05;70.01;14.73;;;
12883;;20/6/2024 18:00;9.7;95.88;70.07;8.76;;;
12884;;20/6/2024 19:00;9.03;97.27;70.11;5.35;;;
12885;;20/6/2024 20:00;8.47;97.56;70.15;3.06;;;
12886;;20/6/2024 21:00;8.1;97.49;70.17;1.96;;;
12887;;20/6/2024 22:00;7.81;97.56;70.18;2.56;;;
12888;;20/6/2024 23:00;7.54;97.33;70.18;3.0;;;
12889;;21/6/2024 0:00;7.25;97.04;70.14;2.61;;;
12890;;21/6/2024 1:00;6.99;96.6;70.09;2.29;;;
12891;;21/6/2024 2:00;6.75;96.35;70.06;2.25;;;
12892;;21/6/2024 3:00;6.61;96.03;70.06;2.46;;;
12893;;21/6/2024 4:00;6.5;96.08;70.07;3.09;;;
12894;;21/6/2024 5:00;6.45;96.22;70.09;4.88;;;
12895;;21/6/2024 6:00;6.8;95.66;70.13;5.51;;;
12896;;21/6/2024 7:00;8.12;93.35;70.18;0.13;;;
12897;;21/6/2024 8:00;9.56;89.98;70.22;0.08;;;
12898;;21/6/2024 9:00;10.96;83.93;70.24;0.07;;;
12899;;21/6/2024 10:00;12.28;77.47;70.25;0.11;;;
12900;;21/6/2024 11:00;12.99;73.41;70.25;0.13;;;
12901;;21/6/2024 12:00;13.25;71.7;70.21;0.15;;;
12902;;21/6/2024 13:00;13.26;71.3;70.15;0.15;;;
12903;;21/6/2024 14:00;13.0;71.94;70.1;0.17;;;
12904;;21/6/2024 15:00;12.57;73.04;70.06;0.14;;;
12905;;21/6/2024 16:00;11.63;76.49;70.06;0.1;;;
12906;;21/6/2024 17:00;10.32;83.3;70.08;0.07;;;
12907;;21/6/2024 18:00;8.33;95.3;70.12;0.06;;;
12908;;21/6/2024 19:00;7.99;97.08;70.17;0.04;;;
12909;;21/6/2024 20:00;7.75;96.95;70.22;0.02;;;
12910;;21/6/2024 21:00;7.35;95.76;70.25;0.01;;;
12911;;21/6/2024 22:00;6.76;96.67;70.25;0.01;;;
12912;;21/6/2024 23:00;6.11;99.06;70.24;0.01;;;
12913;;22/6/2024 0:00;5.54;100.0;70.18;0.01;;;
12914;;22/6/2024 1:00;5.15;100.0;70.12;0.01;;;
12915;;22/6/2024 2:00;4.89;100.0;70.09;0.01;;;
12916;;22/6/2024 3:00;4.67;100.0;70.08;0.01;;;
12917;;22/6/2024 4:00;4.58;100.0;70.1;0.01;;;
12918;;22/6/2024 5:00;4.48;100.0;70.12;0.01;;;
12919;;22/6/2024 6:00;5.23;100.0;70.15;0.01;;;
12920;;22/6/2024 7:00;8.19;88.1;70.2;0.18;;;
12921;;22/6/2024 8:00;10.61;78.65;70.23;0.11;;;
12922;;22/6/2024 9:00;12.76;71.5;70.25;0.08;;;
12923;;22/6/2024 10:00;13.88;68.99;70.25;0.12;;;
12924;;22/6/2024 11:00;14.39;68.5;70.23;0.31;;;
12925;;22/6/2024 12:00;14.61;68.23;70.19;0.68;;;
12926;;22/6/2024 13:00;14.53;68.19;70.13;0.9;;;
12927;;22/6/2024 14:00;14.19;68.9;70.08;1.32;;;
12928;;22/6/2024 15:00;13.53;70.74;70.05;1.57;;;
12929;;22/6/2024 16:00;12.6;74.33;70.05;1.62;;;
12930;;22/6/2024 17:00;11.09;82.98;70.06;1.54;;;
12931;;22/6/2024 18:00;8.89;95.92;70.09;1.65;;;
12932;;22/6/2024 19:00;8.59;98.06;70.14;1.55;;;
12933;;22/6/2024 20:00;8.58;97.0;70.19;1.04;;;
12934;;22/6/2024 21:00;8.32;96.73;70.22;0.86;;;
12935;;22/6/2024 22:00;8.06;96.5;70.24;0.49;;;
12936;;22/6/2024 23:00;7.72;96.32;70.23;0.46;;;
12937;;23/6/2024 0:00;7.24;95.98;70.19;0.3;;;
12938;;23/6/2024 1:00;6.73;96.04;70.15;0.21;;;
12939;;23/6/2024 2:00;6.31;96.24;70.11;0.18;;;
12940;;23/6/2024 3:00;5.96;96.79;70.1;0.26;;;
12941;;23/6/2024 4:00;5.75;96.88;70.11;0.32;;;
12942;;23/6/2024 5:00;5.59;97.0;70.12;0.36;;;
12943;;23/6/2024 6:00;5.95;95.96;70.15;0.35;;;
12944;;23/6/2024 7:00;7.73;90.79;70.19;0.0;;;
12945;;23/6/2024 8:00;9.63;85.46;70.22;0.0;;;
12946;;23/6/2024 9:00;11.61;76.78;70.23;0.0;;;
12947;;23/6/2024 10:00;12.95;71.14;70.25;0.0;;;
12948;;23/6/2024 11:00;13.61;69.0;70.25;0.0;;;
12949;;23/6/2024 12:00;13.96;66.93;70.23;0.0;;;
12950;;23/6/2024 13:00;14.06;65.34;70.18;0.0;;;
12951;;23/6/2024 14:00;13.81;64.74;70.13;0.0;;;
12952;;23/6/2024 15:00;13.5;64.8;70.09;0.0;;;
12953;;23/6/2024 16:00;12.59;66.94;70.08;0.0;;;
12954;;23/6/2024 17:00;10.91;76.18;70.1;0.0;;;
12955;;23/6/2024 18:00;8.43;89.51;70.12;0.0;;;
12956;;23/6/2024 19:00;7.56;93.63;70.15;0.0;;;
12957;;23/6/2024 20:00;6.78;97.02;70.19;0.0;;;
12958;;23/6/2024 21:00;6.16;99.29;70.22;0.0;;;
12959;;23/6/2024 22:00;5.45;100.0;70.23;0.0;;;
12960;;23/6/2024 23:00;5.03;100.0;70.22;0.0;;;
12961;;24/6/2024 0:00;4.81;100.0;70.18;0.0;;;
12962;;24/6/2024 1:00;4.82;100.0;70.12;0.0;;;
12963;;24/6/2024 2:00;4.87;100.0;70.08;0.0;;;
12964;;24/6/2024 3:00;4.8;100.0;70.05;0.0;;;
12965;;24/6/2024 4:00;4.88;100.0;70.05;0.0;;;
12966;;24/6/2024 5:00;5.03;98.88;70.08;0.0;;;
12967;;24/6/2024 6:00;5.81;95.9;70.13;0.0;;;
12968;;24/6/2024 7:00;8.24;86.56;70.18;2.29;;;
12969;;24/6/2024 8:00;10.27;80.11;70.24;2.48;;;
12970;;24/6/2024 9:00;11.91;73.71;70.27;3.79;;;
12971;;24/6/2024 10:00;13.08;70.12;70.27;4.49;;;
12972;;24/6/2024 11:00;13.9;68.14;70.26;5.81;;;
12973;;24/6/2024 12:00;14.22;67.53;70.22;7.89;;;
12974;;24/6/2024 13:00;14.21;67.52;70.17;8.95;;;
12975;;24/6/2024 14:00;13.75;68.8;70.11;9.18;;;
12976;;24/6/2024 15:00;12.94;71.23;70.07;9.03;;;
12977;;24/6/2024 16:00;11.82;75.78;70.07;7.73;;;
12978;;24/6/2024 17:00;10.42;84.33;70.08;6.77;;;
12979;;24/6/2024 18:00;8.93;94.52;70.11;7.71;;;
12980;;24/6/2024 19:00;8.71;96.3;70.16;8.34;;;
12981;;24/6/2024 20:00;8.51;96.59;70.22;8.54;;;
12982;;24/6/2024 21:00;8.08;96.6;70.25;8.9;;;
12983;;24/6/2024 22:00;7.48;97.1;70.26;9.94;;;
12984;;24/6/2024 23:00;6.98;97.79;70.26;10.15;;;
12985;;25/6/2024 0:00;6.74;97.88;70.21;9.04;;;
12986;;25/6/2024 1:00;6.48;97.83;70.15;5.89;;;
12987;;25/6/2024 2:00;6.43;97.18;70.11;5.75;;;
12988;;25/6/2024 3:00;6.4;97.0;70.09;5.95;;;
12989;;25/6/2024 4:00;6.49;96.88;70.1;6.21;;;
12990;;25/6/2024 5:00;6.56;96.8;70.13;6.6;;;
12991;;25/6/2024 6:00;6.93;96.44;70.17;8.17;;;
12992;;25/6/2024 7:00;8.13;93.34;70.22;10.36;;;
12993;;25/6/2024 8:00;9.65;90.8;70.27;11.66;;;
12994;;25/6/2024 9:00;11.47;84.73;70.29;11.25;;;
12995;;25/6/2024 10:00;12.94;77.66;70.29;9.81;;;
12996;;25/6/2024 11:00;13.55;73.75;70.28;7.39;;;
12997;;25/6/2024 12:00;13.34;74.02;70.25;5.83;;;
12998;;25/6/2024 13:00;13.07;75.29;70.21;5.72;;;
12999;;25/6/2024 14:00;12.99;76.0;70.16;6.31;;;
13000;;25/6/2024 15:00;12.85;77.19;70.12;6.66;;;
13001;;25/6/2024 16:00;12.3;80.34;70.12;6.48;;;
13002;;25/6/2024 17:00;11.16;87.65;70.14;6.07;;;
13003;;25/6/2024 18:00;9.41;97.45;70.18;5.58;;;
13004;;25/6/2024 19:00;8.71;100.0;70.23;3.79;;;
13005;;25/6/2024 20:00;8.09;100.0;70.27;2.08;;;
13006;;25/6/2024 21:00;7.85;100.0;70.3;1.49;;;
13007;;25/6/2024 22:00;7.52;100.0;70.31;1.18;;;
13008;;25/6/2024 23:00;7.14;100.0;70.3;0.82;;;
13009;;26/6/2024 0:00;6.77;98.99;70.26;0.82;;;
13010;;26/6/2024 1:00;6.28;98.57;70.21;0.09;;;
13011;;26/6/2024 2:00;5.91;98.55;70.18;0.09;;;
13012;;26/6/2024 3:00;5.58;98.5;70.18;0.11;;;
13013;;26/6/2024 4:00;5.44;98.48;70.19;0.2;;;
13014;;26/6/2024 5:00;5.5;98.23;70.21;0.3;;;
13015;;26/6/2024 6:00;6.3;96.7;70.23;0.33;;;
13016;;26/6/2024 7:00;8.3;92.53;70.26;1.69;;;
13017;;26/6/2024 8:00;9.81;89.95;70.29;1.7;;;
13018;;26/6/2024 9:00;11.41;84.0;70.3;2.45;;;
13019;;26/6/2024 10:00;12.8;77.78;70.29;3.73;;;
13020;;26/6/2024 11:00;13.58;73.97;70.28;4.59;;;
13021;;26/6/2024 12:00;13.86;72.39;70.25;5.49;;;
13022;;26/6/2024 13:00;14.04;71.35;70.19;6.58;;;
13023;;26/6/2024 14:00;13.71;72.12;70.13;7.48;;;
13024;;26/6/2024 15:00;13.09;74.03;70.09;7.52;;;
13025;;26/6/2024 16:00;12.14;77.68;70.09;6.38;;;
13026;;26/6/2024 17:00;10.77;85.95;70.11;5.75;;;
13027;;26/6/2024 18:00;9.07;96.66;70.14;5.27;;;
13028;;26/6/2024 19:00;8.58;98.09;70.19;3.78;;;
13029;;26/6/2024 20:00;8.32;97.46;70.24;2.6;;;
13030;;26/6/2024 21:00;7.99;97.22;70.27;2.05;;;
13031;;26/6/2024 22:00;7.66;97.2;70.28;1.53;;;
13032;;26/6/2024 23:00;7.28;97.45;70.26;1.3;;;
